id,mz,diff,reference,formula,formula_isotopefree,formula_ion,homseries,totalc,H.C,O.C,C,H,O,N,S,P,Heteroatoms,MDL_2.5,ResPow,SE,present_in,AI,AI.mod,DBE,Aromatic,Aromatic.O_rich,Aromatic.O_poor,Highly.unsaturated,Highly.unsaturated.O_rich,Highly.unsaturated.O_poor,Unsaturated,Unsaturated.O_rich,Unsaturated.O_poor,Unsaturated.with.N,Saturated,Saturated.O_rich,Saturated.O_poor,Molecular.class,mean_signal_to_MDL,isoratioC13.1,isoratioC13.2,isoratio_O18,isoratioS34,isoratioN15,isorat_sdC13.1,isorat_sdC13.2,isorat_sd_O18,isorat_sd_S34,isorat_sd_N15,homnetworkmember,mean_of_ratio_deviance,diff_filter
0,154.9986051,0.05403,156.0058731,C_6 H_4 O_5,C6H4O5,C_6 H_3 O_5,54,6,0.667,0.833,6,4,5,0,0,0,0,1144795.759,1172876.308,0.130548202,39,0,0.71,5,1,1,0,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Inf,FALSE
0,155.034981,0.0066456,156.0422585,C_7 H_8 O_4,C7H8O4,C_7 H_7 O_4,33,7,1.143,0.571,7,8,4,0,0,0,0,1144795.759,1032056.154,0.11552132,78,0,0.4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,Highly unsaturated,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Inf,FALSE
0,155.0713662,0.0077205,156.0786439,C_8 H_12 O_3,C8H12O3,C_8 H_11 O_3,20,8,1.5,0.375,8,12,3,0,0,0,0,1144795.759,1038147.904,0.112733783,83,0,0.23,3,0,0,0,0,0,0,1,0,1,0,0,0,0,Unsaturated,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Inf,FALSE
0,155.107752,0.0051821,156.1150292,C_9 H_16 O_2,C9H16O2,C_9 H_15 O_2,7,9,1.778,0.222,9,16,2,0,0,0,0,1144795.759,1165315.588,0.12569069,51,0,0.12,2,0,0,0,0,0,0,1,0,1,0,0,0,0,Unsaturated,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,Inf,FALSE
0,157.0870877,0.4444687,158.0942939,C_8 H_14 O_3,C8H14O3,C_8 H_13 O_3,19,8,1.75,0.375,8,14,3,0,0,0,0,1146131.731,1134504.744,0.465622185,39,0,0.08,2,0,0,0,0,0,0,1,0,1,0,0,0,0,Unsaturated,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Inf,FALSE
0,158.0822637,0.0170596,159.0895429,C_7 H_13 O_3 N_1,C7H13NO3,C_7 H_12 O_3 N_1,6,7,1.857,0.429,7,13,3,1,0,0,1,1146800.301,1066908,0.112153304,25,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,Unsaturated,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1085,Inf,FALSE
0,159.0299018,0.03223,160.0371731,C_6 H_8 O_5,C6H8O5,C_6 H_7 O_5,42,6,1.333,0.833,6,8,5,0,0,0,0,1147469.261,988931.3676,0.227971799,68,0,0.14,3,0,0,0,1,1,0,0,0,0,0,0,0,0,Highly unsaturated,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,Inf,FALSE
0,159.0451774,0.1534934,160.0524292,C_10 H_8 O_2,C10H8O2,C_10 H_7 O_2,11,10,0.8,0.2,10,8,2,0,0,0,0,1147469.261,1169433.421,0.414369854,19,0.62,0.67,7,1,0,1,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,Inf,FALSE
0,161.0607923,0.0645346,162.0680792,C_10 H_10 O_2,C10H10O2,C_10 H_9 O_2,11,10,1,0.2,10,10,2,0,0,0,0,1148808.353,985730.0833,0.252411192,84,0.5,0.56,6,1,0,1,0,0,0,0,0,0,0,0,0,0,Aromatic,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,Inf,FALSE
0,161.0819316,0.002949,162.0892085,C_7 H_14 O_4,C7H14O4,C_7 H_13 O_4,21,7,2,0.571,7,14,4,0,0,0,0,1148808.353,926654.0313,0.233980276,64,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Unsaturated,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Inf,FALSE
0,162.0230325,0.0363491,163.0303149,C_5 H_9 O_3 N_1 S_1,C5H9NO3S,C_5 H_8 O_3 N_1 S_1,1,5,1.8,0.6,5,9,3,1,1,0,2,1149478.484,1033614.214,0.236530434,14,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,Unsaturated,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290,Inf,FALSE
0,162.0408133,0.1078639,163.0480721,C_5 H_9 O_5 N_1,C5H9NO5,C_5 H_8 O_5 N_1,8,5,1.8,1,5,9,5,1,0,0,1,1149478.484,961730.5161,0.222950103,31,4,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,Unsaturated,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070,Inf,FALSE
0,163.0036904,0.0506978,164.0109585,C_8 H_4 O_4,C8H4O4,C_8 H_3 O_4,42,8,0.5,0.5,8,4,4,0,0,0,0,1150149.007,938055,0.271863329,44,0.75,0.83,7,1,0,1,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Inf,FALSE
0,163.0248433,0.1953703,164.0320877,C_5 H_8 O_6,C5H8O6,C_5 H_7 O_6,35,5,1.6,1.2,5,8,6,0,0,0,0,1150149.007,1096771.353,0.363503765,17,4,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,Unsaturated,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Inf,FALSE
0,163.0765318,0.4811261,164.0837292,C_10 H_12 O_2,C10H12O2,C_10 H_11 O_2,16,10,1.2,0.2,10,12,2,0,0,0,0,1150149.007,1041224.258,0.431566656,31,0.38,0.44,5,0,0,0,1,0,1,0,0,0,0,0,0,0,Highly unsaturated,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Inf,FALSE
0,163.1128711,0.2003715,164.1201146,C_11 H_16 O_1,C11H16O,C_11 H_15 O_1,5,11,1.455,0.091,11,16,1,0,0,0,0,1150149.007,1120852.8,0.299865799,15,0.3,0.33,4,0,0,0,1,0,1,0,0,0,0,0,0,0,Highly unsaturated,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Inf,FALSE
0,164.0353407,0.1468409,165.0425929,C_8 H_7 O_3 N_1,C8H7NO3,C_8 H_6 O_3 N_1,8,8,0.875,0.375,8,7,3,1,0,0,1,1150819.921,994687.6667,0.257200955,45,0.5,0.64,6,1,0,1,0,0,0,0,0,0,0,0,0,0,Aromatic,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091,Inf,FALSE
0,165.055687,0.1832076,166.0629939,C_9 H_10 O_3,C9H10O3,C_9 H_9 O_3,26,9,1.111,0.333,9,10,3,0,0,0,0,1151491.226,1055806.091,0.467674551,22,0.33,0.47,5,0,0,0,1,0,1,0,0,0,0,0,0,0,Highly unsaturated,5.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,Inf,FALSE
0,166.0145844,0.0198178,167.0218575,C_7 H_5 O_4 N_1,C7H5NO4,C_7 H_4 O_4 N_1,17,7,0.714,0.571,7,5,4,1,0,0,1,1152162.922,964414.98,0.236629187,50,0.5,0.75,6,1,1,0,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075,Inf,FALSE
0,167.107765,0.0725931,168.1150292,C_10 H_16 O_2,C10H16O2,C_10 H_15 O_2,7,10,1.6,0.2,10,16,2,0,0,0,0,1152835.011,1090070.783,0.663793001,23,0.12,0.22,3,0,0,0,0,0,0,1,0,1,0,0,0,0,Unsaturated,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,Inf,FALSE
0,168.0301868,0.2619478,169.0375075,C_7 H_7 O_4 N_1,C7H7NO4,C_7 H_6 O_4 N_1,10,7,1,0.571,7,7,4,1,0,0,1,1153507.491,1149667.684,0.36474017,19,0,0.5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,Highly unsaturated,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078,Inf,FALSE
-1,169.0142598,0.0771255,170.0215231,C_7 H_6 O_5,C7H6O5,C_7 H_5 O_5,54,7,0.857,0.714,7,6,5,0,0,0,0,1154180.364,763024.5233,0.206114787,86,0,0.56,5,1,1,0,0,0,0,0,0,0,0,0,0,0,Aromatic,9.69,148.2,NA,NA,NA,NA,1117.601799,NA,NA,NA,NA,2,148.2,FALSE
0,169.0506923,0.3543498,170.0579085,C_8 H_10 O_4,C8H10O4,C_8 H_9 O_4,33,8,1.25,0.5,8,10,4,0,0,0,0,1154180.364,938214.1905,0.50039106,21,0,0.33,4,0,0,0,1,0,1,0,0,0,0,0,0,0,Highly unsaturated,8.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Inf,FALSE
0,169.1234259,0.1357662,170.1306792,C_10 H_18 O_2,C10H18O2,C_10 H_17 O_2,7,10,1.8,0.2,10,18,2,0,0,0,0,1154180.364,1041556.125,0.596063654,24,0,0.11,2,0,0,0,0,0,0,1,0,1,0,0,0,0,Unsaturated,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,Inf,FALSE
0,170.9935632,0.3015799,172.0007877,C_6 H_4 O_6,C6H4O6,C_6 H_3 O_6,65,6,0.667,1,6,4,6,0,0,0,0,1155527.287,1014252.885,0.349297281,26,0,0.67,5,1,1,0,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Inf,FALSE
0,171.0451703,0.1015156,172.0524292,C_11 H_8 O_2,C11H8O2,C_11 H_7 O_2,8,11,0.727,0.182,11,8,2,0,0,0,0,1155527.287,929384.5714,0.25469462,77,0.67,0.7,8,1,0,1,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,Inf,FALSE
0,171.10264,0.1595492,172.1099439,C_9 H_16 O_3,C9H16O3,C_9 H_15 O_3,19,9,1.778,0.333,9,16,3,0,0,0,0,1155527.287,935008.4375,0.402217163,16,0,0.07,2,0,0,0,0,0,0,1,0,1,0,0,0,0,Unsaturated,4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Inf,FALSE
0,173.0244491,0.1821967,174.0316939,C_10 H_6 O_3,C10H6O3,C_10 H_5 O_3,14,10,0.6,0.3,10,6,3,0,0,0,0,1156875.782,946496.3571,0.277466803,42,0.71,0.76,8,1,0,1,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,Inf,FALSE
-1,173.0455752,0.1640249,174.0528231,C_7 H_10 O_5,C7H10O5,C_7 H_9 O_5,42,7,1.429,0.714,7,10,5,0,0,0,0,1156875.782,820798.7789,0.196941232,95,0,0.11,3,0,0,0,1,1,0,0,0,0,0,0,0,0,Highly unsaturated,5.91,361.03,NA,NA,NA,NA,1540.149326,NA,NA,NA,NA,7,361.03,FALSE
0,173.060841,0.2193337,174.0680792,C_11 H_10 O_2,C11H10O2,C_11 H_9 O_2,11,11,0.909,0.182,11,10,2,0,0,0,0,1156875.782,961225.2373,0.239793153,59,0.56,0.6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,Aromatic,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,Inf,FALSE
0,175.0248309,0.1114001,176.0320877,C_6 H_8 O_6,C6H8O6,C_6 H_7 O_6,43,6,1.333,1,6,8,6,0,0,0,0,1158225.851,833840.5882,0.239875104,68,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,Highly unsaturated,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Inf,FALSE
0,175.0400996,0.1826781,176.0473439,C_10 H_8 O_3,C10H8O3,C_10 H_7 O_3,23,10,0.8,0.3,10,8,3,0,0,0,0,1158225.851,823821.9681,0.207736793,94,0.57,0.65,7,1,0,1,0,0,0,0,0,0,0,0,0,0,Aromatic,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Inf,FALSE
0,175.0612238,0.1543263,176.0684731,C_7 H_12 O_5,C7H12O5,C_7 H_11 O_5,33,7,1.714,0.714,7,12,5,0,0,0,0,1158225.851,784931.131,0.218755389,84,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,Unsaturated,5.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Inf,FALSE
0,175.0764815,0.1629111,176.0837292,C_11 H_12 O_2,C11H12O2,C_11 H_11 O_2,11,11,1.091,0.182,11,12,2,0,0,0,0,1158225.851,874139.7053,0.238478331,95,0.44,0.5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,Highly unsaturated,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,Inf,FALSE
0,175.1128801,0.2378887,176.1201146,C_12 H_16 O_1,C12H16O,C_12 H_15 O_1,4,12,1.333,0.083,12,16,1,0,0,0,0,1158225.851,951194.1875,0.295630546,16,0.36,0.39,5,0,0,0,1,0,1,0,0,0,0,0,0,0,Highly unsaturated,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,Inf,FALSE
0,176.0353353,0.1067653,177.0425929,C_9 H_7 O_3 N_1,C9H7NO3,C_9 H_6 O_3 N_1,6,9,0.778,0.333,9,7,3,1,0,0,1,1158901.476,920408.0952,0.286619001,21,0.6,0.69,7,1,0,1,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108,Inf,FALSE
0,176.0564529,0.0410925,177.0637221,C_6 H_11 O_5 N_1,C6H11NO5,C_6 H_10 O_5 N_1,8,6,1.833,0.833,6,11,5,1,0,0,1,1158901.476,891736.3043,0.23222375,23,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,Unsaturated,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070,Inf,FALSE
-1,177.0193614,0.1647787,178.0266085,C_9 H_6 O_4,C9H6O4,C_9 H_5 O_4,42,9,0.667,0.444,9,6,4,0,0,0,0,1159577.496,782477.0194,0.164929437,103,0.6,0.71,7,1,0,1,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,14.52,22.33,NA,NA,NA,NA,425.8979677,NA,NA,NA,NA,26,22.33,FALSE
0,177.0404761,0.0834495,178.0477377,C_6 H_10 O_6,C6H10O6,C_6 H_9 O_6,35,6,1.667,1,6,10,6,0,0,0,0,1159577.496,900907.3333,0.250352912,24,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,Unsaturated,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Inf,FALSE
0,177.0768802,0.1881302,178.0841231,C_7 H_14 O_5,C7H14O5,C_7 H_13 O_5,17,7,2,0.714,7,14,5,0,0,0,0,1159577.496,977728,0.241351375,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Unsaturated,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,Inf,FALSE
0,177.1285201,0.1792172,178.1357646,C_12 H_18 O_1,C12H18O,C_12 H_17 O_1,5,12,1.5,0.083,12,18,1,0,0,0,0,1159577.496,964091.087,0.344672863,23,0.27,0.3,4,0,0,0,0,0,0,1,0,1,0,0,0,0,Unsaturated,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Inf,FALSE
0,178.0145851,0.0227738,179.0218575,C_8 H_5 O_4 N_1,C8H5NO4,C_8 H_4 O_4 N_1,12,8,0.625,0.5,8,5,4,1,0,0,1,1160253.909,893379.0962,0.310953939,52,0.67,0.8,7,1,0,1,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086,Inf,FALSE
0,178.0357251,0.082913,179.0429867,C_5 H_9 O_6 N_1,C5H9NO6,C_5 H_8 O_6 N_1,7,5,1.8,1.2,5,9,6,1,0,0,1,1160253.909,927135.9474,0.16779231,19,2.5,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,Unsaturated,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071,Inf,FALSE
0,178.0509959,0.1648346,179.0582429,C_9 H_9 O_3 N_1,C9H9NO3,C_9 H_8 O_3 N_1,8,9,1,0.333,9,9,3,1,0,0,1,1160253.909,822380.8875,0.223932648,80,0.4,0.54,6,1,0,1,0,0,0,0,0,0,0,0,0,0,Aromatic,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091,Inf,FALSE
0,178.9986299,0.1845828,180.0058731,C_8 H_4 O_5,C8H4O5,C_8 H_3 O_5,47,8,0.5,0.625,8,4,5,0,0,0,0,1160930.717,771096.0482,0.170536537,83,0.67,0.82,7,1,1,0,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,5.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,Inf,FALSE
0,179.0561486,0.2071881,180.0633877,C_6 H_12 O_6,C6H12O6,C_6 H_11 O_6,1,6,2,1,6,12,6,0,0,0,0,1160930.717,874005.4706,0.286298176,17,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Unsaturated,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Inf,FALSE
0,180.0302524,0.1181799,181.0375075,C_8 H_7 O_4 N_1,C8H7NO4,C_8 H_6 O_4 N_1,17,8,0.875,0.5,8,7,4,1,0,0,1,1161607.92,823541.4948,0.16406779,97,0.33,0.6,6,1,0,1,0,0,0,0,0,0,0,0,0,0,Aromatic,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075,Inf,FALSE
0,180.033618,0.0827824,181.0408795,C_5 H_11 O_4 N_1 S_1,C5H11NO4S,C_5 H_10 O_4 N_1 S_1,1,5,2.2,0.8,5,11,4,1,1,0,2,1161607.92,903925.4615,0.296062885,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,None,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291,Inf,FALSE
0,180.0666391,0.1254129,181.0738929,C_9 H_11 O_3 N_1,C9H11NO3,C_9 H_10 O_3 N_1,10,9,1.222,0.333,9,11,3,1,0,0,1,1161607.92,824955.495,0.164912007,101,0.2,0.38,5,0,0,0,1,0,1,0,0,0,0,0,0,0,Highly unsaturated,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093,Inf,FALSE
0,181.0255198,0.2183947,182.0327565,C_7 H_6 O_4 N_2,C7H6N2O4,C_7 H_5 O_4 N_2,7,7,0.857,0.571,7,6,4,2,0,0,2,1162285.518,918937.8974,0.218017637,39,0,0.67,6,1,1,0,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467,Inf,FALSE
-1,181.0506589,0.147508,182.0579085,C_9 H_10 O_4,C9H10O4,C_9 H_9 O_4,36,9,1.111,0.444,9,10,4,0,0,0,0,1162285.518,749368.1748,0.136489685,103,0.2,0.43,5,0,0,0,1,0,1,0,0,0,0,0,0,0,Highly unsaturated,13.01,55.01,NA,NA,NA,NA,490.7516438,NA,NA,NA,NA,33,55.01,FALSE
0,181.0659023,0.0774579,182.0731646,C_13 H_10 O_1,C13H10O,C_13 H_9 O_1,1,13,0.769,0.077,13,10,1,0,0,0,0,1162285.518,959178.8824,0.179523893,17,0.67,0.68,9,1,0,1,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,Inf,FALSE
0,181.1234283,0.1401631,182.1306792,C_11 H_18 O_2,C11H18O2,C_11 H_17 O_2,7,11,1.636,0.182,11,18,2,0,0,0,0,1162285.518,858244.2727,0.203701176,99,0.11,0.2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,Unsaturated,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,Inf,FALSE
0,181.9917608,0.1225088,182.9990149,C_7 H_5 O_3 N_1 S_1,C7H5NO3S,C_7 H_4 O_3 N_1 S_1,1,7,0.714,0.429,7,5,3,1,1,0,2,1162963.512,905534.5789,0.302335608,19,0.5,0.71,6,1,0,1,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292,Inf,FALSE
-1,182.0095108,0.0825225,183.0167721,C_7 H_5 O_5 N_1,C7H5NO5,C_7 H_4 O_5 N_1,20,7,0.714,0.714,7,5,5,1,0,0,1,1162963.512,737634.8529,0.136981095,102,0,0.71,6,1,1,0,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,17.49,63.55,NA,NA,NA,NA,209.8304823,NA,NA,NA,NA,1076,63.55,FALSE
0,182.0458949,0.0757102,183.0531575,C_8 H_9 O_4 N_1,C8H9NO4,C_8 H_8 O_4 N_1,10,8,1.125,0.5,8,9,4,1,0,0,1,1162963.512,787830.7843,0.192168924,102,0,0.4,5,0,0,0,1,0,1,0,0,0,0,0,0,0,Highly unsaturated,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078,Inf,FALSE
0,182.0822743,0.0430008,183.0895429,C_9 H_13 O_3 N_1,C9H13NO3,C_9 H_12 O_3 N_1,3,9,1.444,0.333,9,13,3,1,0,0,1,1162963.512,867286.6053,0.268174566,38,0,0.23,4,0,0,0,1,0,1,0,0,0,0,0,0,0,Highly unsaturated,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112,Inf,FALSE
0,183.0047616,0.0922603,184.0120211,C_6 H_4 O_5 N_2,C6H4N2O5,C_6 H_3 O_5 N_2,11,6,0.667,0.833,6,4,5,2,0,0,2,1163641.9,787682.7368,0.170178985,95,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1465,Inf,FALSE
0,183.0121658,0.14355,184.0194159,C_8 H_8 O_3 S_1,C8H8O3S,C_8 H_7 O_3 S_1,3,8,1,0.375,8,8,3,0,1,0,1,1163641.9,913112.8298,0.215170666,47,0.25,0.45,5,0,0,0,1,0,1,0,0,0,0,0,0,0,Highly unsaturated,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,Inf,FALSE
-1,183.0299162,0.1063807,184.0371731,C_8 H_8 O_5,C8H8O5,C_8 H_7 O_5,54,8,1,0.625,8,8,5,0,0,0,0,1163641.9,752033.1569,0.100458722,102,0,0.45,5,0,0,0,1,1,0,0,0,0,0,0,0,0,Highly unsaturated,33.2,-195.36,NA,NA,NA,NA,213.6074641,NA,NA,NA,NA,2,195.36,FALSE
0,184.0251584,0.068588,185.0324221,C_7 H_7 O_5 N_1,C7H7NO5,C_7 H_6 O_5 N_1,12,7,1,0.714,7,7,5,1,0,0,1,1164320.685,854411.5763,0.200416425,59,0,0.43,5,0,0,0,1,1,0,0,0,0,0,0,0,0,Highly unsaturated,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1079,Inf,FALSE
0,184.0615449,0.0748694,185.0688075,C_8 H_11 O_4 N_1,C8H11NO4,C_8 H_10 O_4 N_1,7,8,1.375,0.5,8,11,4,1,0,0,1,1164320.685,832310.625,0.202212363,64,0,0.2,4,0,0,0,1,0,1,0,0,0,0,0,0,0,Highly unsaturated,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096,Inf,FALSE
0,184.0979369,0.1105155,185.1051929,C_9 H_15 O_3 N_1,C9H15NO3,C_9 H_14 O_3 N_1,3,9,1.667,0.333,9,15,3,1,0,0,1,1164320.685,788499.4182,0.239950719,55,0,0.08,3,0,0,0,0,0,0,1,0,1,1,0,0,0,Unsaturated,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098,Inf,FALSE
0,184.9914268,0.1225815,185.9986805,C_7 H_6 O_4 S_1,C7H6O4S,C_7 H_5 O_4 S_1,15,7,0.857,0.571,7,6,4,0,1,0,1,1164999.865,875304.4,0.172204513,30,0,0.5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,Highly unsaturated,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,Inf,FALSE
0,185.0091909,0.1589644,186.0164377,C_7 H_6 O_6,C7H6O6,C_7 H_5 O_6,65,7,0.857,0.857,7,6,6,0,0,0,0,1164999.865,758204.45,0.138406992,80,0,0.5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,Highly unsaturated,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Inf,FALSE
0,185.0608254,0.1213749,186.0680792,C_12 H_10 O_2,C12H10O2,C_12 H_9 O_2,8,12,0.833,0.167,12,10,2,0,0,0,0,1164999.865,839318,0.208198084,82,0.6,0.64,8,1,0,1,0,0,0,0,0,0,0,0,0,0,Aromatic,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,Inf,FALSE
0,186.0408277,0.1712982,187.0480721,C_7 H_9 O_5 N_1,C7H9NO5,C_7 H_8 O_5 N_1,14,7,1.286,0.714,7,9,5,1,0,0,1,1165679.442,921511.9583,0.276504824,24,0,0.14,4,0,0,0,1,1,0,0,0,0,0,0,0,0,Highly unsaturated,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,Inf,FALSE
0,186.0772003,0.1029909,187.0844575,C_8 H_13 O_4 N_1,C8H13NO4,C_8 H_12 O_4 N_1,7,8,1.625,0.5,8,13,4,1,0,0,1,1165679.442,807427.9831,0.236849864,59,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,Unsaturated,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1099,Inf,FALSE
-1,187.0248323,0.1116565,188.0320877,C_7 H_8 O_6,C7H8O6,C_7 H_7 O_6,58,7,1.143,0.857,7,8,6,0,0,0,0,1166359.415,719573.0941,0.148785019,85,0,0.25,4,0,0,0,1,1,0,0,0,0,0,0,0,0,Highly unsaturated,6.03,416.21,NA,NA,NA,NA,568.3041263,NA,NA,NA,NA,5,416.21,FALSE
0,187.0400857,0.097167,188.0473439,C_11 H_8 O_3,C11H8O3,C_11 H_7 O_3,14,11,0.727,0.273,11,8,3,0,0,0,0,1166359.415,786865.4059,0.114310088,101,0.62,0.68,8,1,0,1,0,0,0,0,0,0,0,0,0,0,Condensed aromatic,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,Inf,FALSE
0,187.0764753,0.1196967,188.0837292,C_12 H_12 O_2,C12H12O2,C_12 H_11 O_2,11,12,1,0.167,12,12,2,0,0,0,0,1166359.415,847906.8824,0.264438357,68,0.5,0.55,7,1,0,1,0,0,0,0,0,0,0,0,0,0,Aromatic,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,Inf,FALSE
0,187.1128591,0.1110089,188.1201146,C_13 H_16 O_1,C13H16O,C_13 H_15 O_1,2,13,1.231,0.077,13,16,1,0,0,0,0,1166359.415,831680.7222,0.217861822,18,0.42,0.44,6,0,0,0,1,0,1,0,0,0,0,0,0,0,Highly unsaturated,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,Inf,FALSE
