Sample_ID,Tree_ID,Sample_type,Phylum,Class,Order,Family,Genus,Species,Latin,PhyloName,CommonName,Leaf_type,Tf_volume_mL,DOC_uM,DOC_mgL-1,DOCflux_mg,TDN_uM,TDN_mgL-1,TDNflux_mg,Comments,DBH_cm,Condition,Defects,Recommendation,Priority,Additional,Location,x,y,OL_dist,OL_angle,OL_sin,OL_cos,GL_dist,GL_angle,GL_sin,GL_cos,CR_dist,CR_angle,CR_sin,CR_cos,BLDG_dist,BLDG_angle,BLDG_sin,BLDG_cos,ROAD_dist,ROAD_angle,ROAD_sin,ROAD_cos,TRAIN_dist,TRAIN_angle,TRAIN_sin,TRAIN_cos
SO02,497,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Fagaceae,Quercus,acutissima,Quercus acutissima,Quercus_acutissima_ott272706,Sawtooth oak,leaves,843.5,1475.597568,17.70717082,14.93599858,179.7474396,2.516464154,2.122637514,,5,Good,None,Remove lower branch over cycling lane,Low, ,Southwest corridor park,-71.089665,42.335627,89.475374,139.747606,0.646155869,-0.763205472,583.196988,116.664177,0.893652141,-0.448760349,56.028096,136.149773,0.692775622,-0.7211532,49.502293,-49.376247,-0.759001452,0.651088931,27.20549,135.415534,0.701959983,-0.712216387,56.028096,136.149773,0.692775622,-0.7211532
SO03,503,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Fagaceae,Quercus,acutissima,Quercus acutissima,Quercus_acutissima_ott272706,Sawtooth oak,leaves,1093,#N/A,#N/A,#N/A,59.90033656,0.838604712,0.91659495,,5,Good,None,Selectively remove sprouts,Low, ,Southwest corridor park,-71.089786,42.335442,97.073094,139.748664,0.646141776,-0.763217404,602.343623,115.225947,0.904634141,-0.426189008,65.484061,136.240968,0.691626919,-0.722254944,37.256286,-49.376247,-0.759001452,0.651088931,37.041598,135.415534,0.701959983,-0.712216387,65.484061,136.240968,0.691626919,-0.722254944
ST01,1402,Throughfall,Anthophyta,Dicotyledoneae,Magnoliales,Magnoliaceae,Magnolia,stellata,Magnolia stellata,Magnolia_stellata_ott664533,Star magnolia,leaves,561.8,228.1299732,2.737559678,1.537961027,73.32223194,1.026511247,0.576694019,,6,Good,None,None,None at this time, ,White Hall courtyard,-71.091117,42.340085,489.475918,-43.719651,-0.69113033,0.722730148,81.258983,-60.845585,-0.873309946,0.487165001,513.669783,-41.382452,-0.661082098,0.750313575,2.450526,97.280795,0.991936978,-0.126732128,34.316522,19.822357,0.339105029,0.940748521,81.258983,-60.845585,-0.873309946,0.487165001
ST02,907,Throughfall,Anthophyta,Dicotyledoneae,Magnoliales,Magnoliaceae,Magnolia,stellata,Magnolia stellata,Magnolia_stellata_ott664533,Star magnolia,leaves,401.7,881.429777,10.57715732,4.248844097,134.5338749,1.883474249,0.756591606,,6,Good,Multi stem,None,None at this time, ,Curry Student Center facing library,-71.087774,42.338827,89.663311,-43.747883,-0.691486365,0.722389512,262.630025,118.375497,0.879851897,-0.475247977,110.235732,-42.924976,-0.68104013,0.732246094,2.978226,95.213432,0.995863124,-0.090866045,75.245829,-42.556393,-0.676315541,0.736612035,89.663311,-43.747883,-0.691486365,0.722389512
ST03,1425,Throughfall,Anthophyta,Dicotyledoneae,Magnoliales,Magnoliaceae,Magnolia,stellata,Magnolia stellata,Magnolia_stellata_ott664533,Star magnolia,leaves,449.5,358.5780496,4.302936595,1.93417,97.93795959,1.371131434,0.61632358,,3,Fair,None,None,None at this time, ,East of Snell Library,-71.08706,42.338791,28.431679,-43.747883,-0.691486365,0.722389512,305.265219,118.375497,0.879851897,-0.475247977,48.242734,-39.321964,-0.633677473,0.77359735,26.732896,118.256556,0.880836573,-0.473420459,11.738541,-36.302994,-0.592055292,0.805897345,28.431679,-43.747883,-0.691486365,0.722389512
WC02,246,Throughfall,Coniferophyta,Pinopsida,Pinales,Cupressaceae,Thuja,occidentalis,Thuja occidentalis,Thuja_occidentalis_ott463720,Northern white cedar,scales,156.7,4789.625624,57.47550749,9.006412023,867.1928505,12.14069991,1.902447675,,6,Fair,Area over planted. Canopy near walkway. Suppressed by river birch,Reduce from walkway,Low, ,West Village H south,-71.092491,42.338209,401.146111,-40.989227,-0.655917114,0.754832922,94.977446,118.395078,0.879689428,-0.475548641,439.239537,-41.66796,-0.664812728,0.747010065,2.970503,73.145495,0.957044111,0.289942356,42.34037,154.909957,0.424042044,-0.905642504,94.977446,118.395078,0.879689428,-0.475548641
WC03,808,Throughfall,Coniferophyta,Pinopsida,Pinales,Cupressaceae,Thuja,occidentalis,Thuja occidentalis,Thuja_occidentalis_ott463720,Northern white cedar,scales,347.3,1650.795063,19.80954076,6.879853505,393.0607129,5.502849981,1.911139798,,7,Fair,Canopy against building. Minor foliage browning,Reduce from building,Low, ,Egan Research Center facing Architecture,-71.088658,42.337663,35.865121,-48.032866,-0.74352853,0.668704214,370.170038,118.371086,0.879888482,-0.475180239,66.588102,-42.790675,-0.679321879,0.733840435,3.370711,133.819293,0.721527124,-0.69238617,19.350183,-55.777104,-0.826855894,0.562413843,35.865121,-48.032866,-0.74352853,0.668704214
WF01A,572,Throughfall,Coniferophyta,Pinopsida,Pinales,Pinaceae,Abies,concolor,Abies concolor,Abies_concolor_ott876315,Concolor fir,needles,199.7,5941.677915,71.30013498,14.23863696,1873.291512,26.22608117,5.237348409,Bucket A,14,Good,None,None,None at this time, ,Ryder Hall,-71.090142,42.336789,63.744528,-42.085359,-0.670236997,0.742147133,403.608402,118.199441,0.881308062,-0.472542167,101.591775,-40.565817,-0.650321116,0.759659428,9.478961,-111.64094,-0.92951321,-0.368788819,48.494291,42.161127,0.671217827,0.741260163,63.744528,-42.085359,-0.670236997,0.742147133
WF01B,572,Throughfall,Coniferophyta,Pinopsida,Pinales,Pinaceae,Abies,concolor,Abies concolor,Abies_concolor_ott876315,Concolor fir,needles,170.4,5394.288532,64.73146238,11.03024119,561.3751698,7.859252378,1.339216605,Bucket B,14,Good,None,None,None at this time, ,Ryder Hall,-71.090142,42.336789,63.744528,-42.085359,-0.670236997,0.742147133,403.608402,118.199441,0.881308062,-0.472542167,101.591775,-40.565817,-0.650321116,0.759659428,9.478961,-111.64094,-0.92951321,-0.368788819,48.494291,42.161127,0.671217827,0.741260163,63.744528,-42.085359,-0.670236997,0.742147133
WF01C,572,Throughfall,Coniferophyta,Pinopsida,Pinales,Pinaceae,Abies,concolor,Abies concolor,Abies_concolor_ott876315,Concolor fir,needles,325.4,3087.546361,37.05055633,12.05625103,339.0187238,4.746262133,1.544433698,Bucket C,14,Good,None,None,None at this time, ,Ryder Hall,-71.090142,42.336789,63.744528,-42.085359,-0.670236997,0.742147133,403.608402,118.199441,0.881308062,-0.472542167,101.591775,-40.565817,-0.650321116,0.759659428,9.478961,-111.64094,-0.92951321,-0.368788819,48.494291,42.161127,0.671217827,0.741260163,63.744528,-42.085359,-0.670236997,0.742147133
WP01,1006,Throughfall,Coniferophyta,Pinopsida,Pinales,Pinaceae,Pinus,strobus,Pinus strobus,Pinus_strobus_ott568616,White pine,needles,146,2959.655894,35.51587073,5.185317126,352.4286948,4.934001727,0.720364252,,14,Fair,Dead branch over walkway,Crown clean,High, ,Culliane facing Hurtig,-71.086582,42.339886,101.031275,-41.34708,-0.66061876,0.750721556,183.381987,117.25027,0.889014984,-0.457878105,118.643365,-41.825839,-0.666868594,0.745175334,0,0,0,1,12.772051,-162.018113,-0.30871632,-0.951154159,101.031275,-41.34708,-0.66061876,0.750721556
WP02,274,Throughfall,Coniferophyta,Pinopsida,Pinales,Pinaceae,Pinus,strobus,Pinus strobus,Pinus_strobus_ott568616,White pine,needles,186.4,6127.716449,73.53259739,13.70647615,1017.720263,14.24808368,2.655842798,,9,Fair,Canopy near building. Lower needles yellowing,Reduce from building,Low,Fertilize,Cargill Hall facing West Village,-71.091757,42.338885,409.892708,-44.763079,-0.704176821,0.710024651,40.489521,118.199441,0.881308062,-0.472542167,444.774301,-42.785743,-0.679258708,0.733898908,0.713779,28.370613,0.475172975,0.879892405,32.331789,117.191303,0.889485747,-0.456962916,40.489521,118.199441,0.881308062,-0.472542167
WP03,235,Throughfall,Coniferophyta,Pinopsida,Pinales,Pinaceae,Pinus,strobus,Pinus strobus,Pinus_strobus_ott568616,White pine,needles,103.9,8151.029951,97.81235941,10.16270414,1568.916229,21.96482721,2.282145547,,8,Fair,Area overplanted. Small deadwood in lower canopy. Canopy near building,Reduce from building. Crown clean,Low, ,West Village A north,-71.092695,42.337944,393.157283,-39.677119,-0.638460508,0.769654585,119.15705,118.344915,0.880105438,-0.474778282,429.065903,-43.850227,-0.692775622,0.7211532,2.447822,-84.145413,-0.994783979,0.102004097,38.600911,154.909957,0.424042044,-0.905642504,119.15705,118.344915,0.880105438,-0.474778282
ZE01A,756,Throughfall,Anthophyta,Dicotyledoneae,Urticales,Ulmaceae,Zelkova,serrata,Zelkova serrata,Zelkova_serrata_ott762463,Japanese zelkova,leaves,336.7,413.6757475,4.96410897,1.67141549,101.2186167,1.417060634,0.477124315,Bucket A,20,Good,Small deadwood,None,None at this time, ,Dana Research Center facing Egan Engineering,-71.089113,42.337971,104.251557,-46.214582,-0.721936358,0.691959461,305.324886,118.371086,0.879888482,-0.475180239,135.247948,-42.790675,-0.679321879,0.733840435,7.123657,118.170288,0.881548385,-0.472093682,76.318995,15.698842,0.270580989,0.962697215,104.251557,-46.214582,-0.721936358,0.691959461
ZE01B,756,Throughfall,Anthophyta,Dicotyledoneae,Urticales,Ulmaceae,Zelkova,serrata,Zelkova serrata,Zelkova_serrata_ott762463,Japanese zelkova,leaves,428.2,447.185794,5.366229529,2.297819484,109.0770331,1.527078463,0.653894998,Bucket B,20,Good,Small deadwood,None,None at this time, ,Dana Research Center facing Egan Engineering,-71.089113,42.337971,104.251557,-46.214582,-0.721936358,0.691959461,305.324886,118.371086,0.879888482,-0.475180239,135.247948,-42.790675,-0.679321879,0.733840435,7.123657,118.170288,0.881548385,-0.472093682,76.318995,15.698842,0.270580989,0.962697215,104.251557,-46.214582,-0.721936358,0.691959461
