Sample_ID,Tree_ID,Sample_type,Phylum,Class,Order,Family,Genus,Species,Latin,PhyloName,CommonName,Leaf_type,Tf_volume_mL,DOC_uM,DOC_mgL-1,DOCflux_mg,TDN_uM,TDN_mgL-1,TDNflux_mg,Comments,DBH_cm,Condition,Defects,Recommendation,Priority,Additional,Location,x,y,OL_dist,OL_angle,OL_sin,OL_cos,GL_dist,GL_angle,GL_sin,GL_cos,CR_dist,CR_angle,CR_sin,CR_cos,BLDG_dist,BLDG_angle,BLDG_sin,BLDG_cos,ROAD_dist,ROAD_angle,ROAD_sin,ROAD_cos,TRAIN_dist,TRAIN_angle,TRAIN_sin,TRAIN_cos
LP01,1335,Throughfall,Anthophyta,Dicotyledoneae,Hamamelidales,Platanaceae,Platanus,acerifolia,Platanus acerifolia,NA,London planetree,leaves,358.1,2309.882176,27.71858611,9.926025687,222.1386153,3.109940614,1.113669734,,14,Good,Slight lean over walkway. Deadwood,Crown clean,Medium, ,Stetson East facing Speare,-71.090024,42.34105,502.057534,-43.747883,-0.691486365,0.722389512,150.910514,-61.628914,-0.879888482,0.475180239,520.605662,-42.096372,-0.670379635,0.742018291,9.353611,-151.877504,-0.471358194,-0.881941865,30.335489,-61.039496,-0.874953696,0.484206599,150.910514,-61.628914,-0.879888482,0.475180239
LP02,227,Throughfall,Anthophyta,Dicotyledoneae,Hamamelidales,Platanaceae,Platanus,acerifolia,Platanus acerifolia,NA,London planetree,leaves,478.9,#N/A,#N/A,#N/A,221.1389137,3.095944792,1.482647961,,11,Good,Small deadwood,None,None at this time, ,West Village A courtyard,-71.092627,42.33724,319.163549,-40.252394,-0.646155869,0.763205472,216.151296,118.344915,0.880105438,-0.474778282,350.124641,-43.694409,-0.69081186,0.72303456,20.640592,-25.445617,-0.429654203,0.902993503,15.319387,-20.929263,-0.357215084,0.934022154,216.151296,118.344915,0.880105438,-0.474778282
LP03,458,Throughfall,Anthophyta,Dicotyledoneae,Hamamelidales,Platanaceae,Platanus,acerifolia,Platanus acerifolia,NA,London planetree,leaves,374.9,1445.157175,17.3418861,6.501473099,143.2450319,2.005430446,0.751835874,,16,Good,Small cavity in branch over sidewalk,Remove lower branch over sidewalk. Crown raise over sidewalk and steps  reduce overextended branches,High, ,Ryder hall near ruggles,-71.090617,42.336024,30.055613,-40.252394,-0.646155869,0.763205472,483.621099,118.395078,0.879689428,-0.475548641,61.838999,-43.759032,-0.691626919,0.722254944,58.031212,82.571472,0.991606911,0.129289341,17.664262,-40.549752,-0.650108091,0.75984174,30.055613,-40.252394,-0.646155869,0.763205472
NM01,1323,Throughfall,Anthophyta,Dicotyledoneae,Sapindales,Sapindaceae,Acer,platanoides,Acer platanoides,Acer_platanoides_ott948919,Norway maple,leaves,545.4,641.636188,7.699634256,4.199380523,92.81627664,1.299427873,0.708707962,,17,Fair,Deadwood. Codominant at 9 feet,Crown clean,Medium,Invasive species,Speare facing Stetson East,-71.090076,42.340776,477.753764,-43.747883,-0.691486365,0.722389512,117.404105,-61.628914,-0.879888482,0.475180239,497.536399,-40.255281,-0.646194325,0.763172913,9.613051,-61.747021,-0.880866128,0.473365467,2.91504,118.960061,0.874957439,-0.484199834,117.404105,-61.628914,-0.879888482,0.475180239
NM02,1011,Throughfall,Anthophyta,Dicotyledoneae,Sapindales,Sapindaceae,Acer,platanoides,Acer platanoides,Acer_platanoides_ott948919,Norway maple,leaves,637.4,1855.729155,22.26874986,14.19410116,92.24720075,1.291460811,0.823177121,,20,Fair,Codominant at 9 feet. Deadwood. Prior broken branches,Reduce. Crown clean,Medium,Invasive species,Culianne picnic tables,-71.08615,42.340068,82.283998,-39.814452,-0.640303467,0.768122041,183.93321,121.972888,0.848298756,-0.529517914,101.07815,-42.032438,-0.66955123,0.742765878,10.020225,46.969566,0.730991339,0.68238674,65.432708,-39.49992,-0.636077143,0.771625472,82.283998,-39.814452,-0.640303467,0.768122041
NM03,1315,Throughfall,Anthophyta,Dicotyledoneae,Sapindales,Sapindaceae,Acer,platanoides,Acer platanoides,Acer_platanoides_ott948919,Norway maple,leaves,318.6,1001.603737,12.01924484,3.829331407,145.1039983,2.031455977,0.647221874,,18,Fair,Small deadwood,None,None at this time,Invasive species,Spears facing Opera Pl,-71.089213,42.340604,390.415227,-43.747883,-0.691486365,0.722389512,48.919561,-61.624503,-0.879851897,0.475247977,408.609957,-42.096372,-0.670379635,0.742018291,0.769357,-151.922876,-0.470659644,-0.882314853,15.762015,25.450095,0.429724776,0.90295992,48.919561,-61.624503,-0.879851897,0.475247977
P1,NA,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,NA,Precipitation,Precipitation,1848.2,141.3026227,1.695631472,3.133866087,33.51287879,0.469180303,0.867139036,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
P2,NA,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,NA,Precipitation,Precipitation,1010.3,103.542667,1.242512004,1.255309878,35.91437902,0.502801306,0.50798016,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
P3,NA,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,NA,Precipitation,Precipitation,955.5,157.9875217,1.89585026,1.811484924,42.66873289,0.59736226,0.57077964,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
P4,NA,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,NA,Precipitation,Precipitation,925,105.943,1.271316,1.1759673,35.55017046,0.497702386,0.460374707,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
P5,NA,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,NA,Precipitation,Precipitation,1930.7,159.64479,1.91573748,3.698714353,38.82235679,0.543512995,1.04936054,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PB01,906,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Betulaceae,Betula,papyrifera,Betula papyrifera,Betula_papyrifera_ott267725,Paper birch,leaves,1541.7,642.7684205,7.713221046,11.89147289,66.41115563,0.929756179,1.433405101,,17,Fair,Tri lead. Small deadwood. Hanger. Two cables installed.,Reduce. Crown clean,Low, ,Island between Student Center and Hayden,-71.088074,42.338992,130.926965,-43.747883,-0.691486365,0.722389512,224.965631,118.375497,0.879851897,-0.475247977,151.570317,-42.924976,-0.68104013,0.732246094,11.451805,28.081212,0.470722596,0.882281269,83.720162,-137.485512,-0.675776616,-0.737106481,130.926965,-43.747883,-0.691486365,0.722389512
PB02,831,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Betulaceae,Betula,papyrifera,Betula papyrifera,Betula_papyrifera_ott267725,Paper birch,leaves,829.2,350.312752,4.203753024,3.485752008,58.95626156,0.825387662,0.684411449,,13,Fair,Tri lead. Small deadwood,None,None at this time, ,Snell Library facing Student Center,-71.087713,42.338648,66.131153,-43.747883,-0.691486365,0.722389512,289.558071,118.375497,0.879851897,-0.475247977,86.918037,-42.924976,-0.68104013,0.732246094,2.734943,-152.074041,-0.468330174,-0.883553534,52.025757,-42.556393,-0.676315541,0.736612035,66.131153,-43.747883,-0.691486365,0.722389512
PB03,797,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Betulaceae,Betula,papyrifera,Betula papyrifera,Betula_papyrifera_ott267725,Paper birch,leaves,982.3,782.8255874,9.393907049,9.227634894,74.54894077,1.043685171,1.025211943,,9,Fair,Codominant near base. Small deadwood. Significant interior sprouting,Thin and reduce sprouts. Crown clean,Low, ,Egan Research Center facing Architecture,-71.089112,42.33735,38.060693,-44.763079,-0.704176821,0.710024651,384.575725,122.732217,0.841206876,-0.54071341,71.676329,-42.785743,-0.679258708,0.733898908,0,0,0,1,20.206283,-40.549752,-0.650108091,0.75984174,38.060693,-44.763079,-0.704176821,0.710024651
PM01,966,Throughfall,Anthophyta,Dicotyledoneae,Sapindales,Sapindaceae,Acer,griseum,Acer griseum,Acer_griseum_ott523216,Paperbark maple,leaves,600,#N/A,#N/A,#N/A,236.2019142,3.306826799,1.98409608,,7,Fair,Has been reduced,None,None at this time, ,Gainsborough Garage south,-71.085774,42.34007,50.250115,-39.814452,-0.640303467,0.768122041,208.212441,127.663706,0.791610746,-0.611025717,70.326268,-42.461815,-0.675098696,0.737727423,3.327549,137.794619,0.67179016,-0.740741508,33.250666,-39.49992,-0.636077143,0.771625472,50.250115,-39.814452,-0.640303467,0.768122041
PM02,310,Throughfall,Anthophyta,Dicotyledoneae,Sapindales,Sapindaceae,Acer,griseum,Acer griseum,Acer_griseum_ott523216,Paperbark maple,leaves,688.1,220.1060084,2.641272101,1.817459333,56.09380986,0.785313338,0.540374108,,5,Fair,None,None,None at this time, ,West Village C north,-71.092362,42.337223,294.988589,-40.252394,-0.646155869,0.763205472,232.442656,118.344915,0.880105438,-0.474778282,327.024553,-43.759032,-0.691626919,0.722254944,6.059196,-99.122795,-0.987350806,-0.158550895,13.130576,159.070737,0.357215084,-0.934022154,232.442656,118.344915,0.880105438,-0.474778282
PM03,428,Throughfall,Anthophyta,Dicotyledoneae,Sapindales,Sapindaceae,Acer,griseum,Acer griseum,Acer_griseum_ott523216,Paperbark maple,leaves,578.9,350.9349319,4.211219183,2.437874785,82.05525556,1.148773578,0.665025024,,6,Fair,Small deadwood. Canopy near building,Reduce from building. Crown clean,Low, ,West Village garage,-71.091293,42.336489,132.739778,-40.252394,-0.646155869,0.763205472,386.202325,118.395078,0.879689428,-0.475548641,164.63044,-43.759032,-0.691626919,0.722254944,0,0,0,1,12.195499,-4.857578,-0.084679202,0.996408266,132.739778,-40.252394,-0.646155869,0.763205472
PO02,819,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Fagaceae,Quercus,palustris,Quercus palustris,Quercus_palustris_ott538292,Pin oak,leaves,455.1,1004.177052,12.05012462,5.484011716,128.9525953,1.805336334,0.821608565,,19,Good,None,None,None at this time, ,East of Snell Library,-71.087035,42.338818,29.319871,-43.747883,-0.691486365,0.722389512,302.896083,118.375497,0.879851897,-0.475247977,48.745196,-39.321964,-0.633677473,0.77359735,24.354523,118.256556,0.880836573,-0.473420459,11.976032,-36.302994,-0.592055292,0.805897345,29.319871,-43.747883,-0.691486365,0.722389512
PO03,325,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Fagaceae,Quercus,palustris,Quercus palustris,Quercus_palustris_ott538292,Pin oak,leaves,562,418.6995982,5.024395178,2.82371009,82.80054108,1.159207575,0.651474657,,12,Good,None,Reduce from building remove small deadwood,Low, ,West village c near ruggles,-71.092692,42.336819,283.70009,-40.251336,-0.646141776,0.763217404,268.533198,118.344915,0.880105438,-0.474778282,313.004244,-41.521656,-0.662903083,0.748705218,0,0,0,1,29.487825,-118.101642,-0.882113367,-0.471037161,268.533198,118.344915,0.880105438,-0.474778282
RB01,1388,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Betulaceae,Betula,nigra,Betula nigra,Betula_nigra_ott267696,River birch,leaves,653.5,#N/A,#N/A,#N/A,68.3989166,0.957584832,0.625781688,,25,Good,Tri lead. Small deadwood. Two cables poorly installed.,Assess and reinstall cables as needed,Medium, ,Island between Stetson West and Forsyth,-71.090842,42.340629,523.939822,-43.747883,-0.691486365,0.722389512,138.343824,-61.628914,-0.879888482,0.475180239,545.044047,-42.924976,-0.68104013,0.732246094,16.695138,28.122784,0.471362627,0.881939496,16.329178,-63.360217,-0.893843122,0.448379831,138.343824,-61.628914,-0.879888482,0.475180239
RB02,821,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Betulaceae,Betula,nigra,Betula nigra,Betula_nigra_ott267696,River birch,leaves,746.6,#N/A,#N/A,#N/A,35.85814668,0.502014054,0.374803692,,12,Fair,Tri lead. Slight lean and unbalanced canopy,Reduce,Low, ,East of Snell Library,-71.087209,42.338726,33.674179,-43.747883,-0.691486365,0.722389512,305.962055,118.375497,0.879851897,-0.475247977,53.786665,-42.924976,-0.68104013,0.732246094,27.469669,118.256556,0.880836573,-0.473420459,18.594527,-42.556393,-0.676315541,0.736612035,33.674179,-43.747883,-0.691486365,0.722389512
RB03,218,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Betulaceae,Betula,nigra,Betula nigra,Betula_nigra_ott267696,River birch,leaves,736.8,474.0657701,5.688789241,4.191499913,32.46577917,0.454520908,0.334891005,,13,Good,Leans away from building,None,None at this time, ,West Village A,-71.092917,42.337526,371.596907,-40.252394,-0.646155869,0.763205472,162.96394,118.344915,0.880105438,-0.474778282,403.182363,-43.694409,-0.69081186,0.72303456,1.88364,164.954246,0.25959031,-0.965718836,6.975322,-15.96796,-0.275099772,0.961415683,162.96394,118.344915,0.880105438,-0.474778282
RC01,1309,Throughfall,Coniferophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,virginiana,Juniperus virginiana,Juniperus_virginiana_ott78161,Eastern red cedar,scales,74.6,4449.903082,53.39883698,3.983553239,272.3328665,3.81266013,0.284424446,,4,Good,None,None,None at this time, ,Spears courtyard facing Huntington,-71.089475,42.340603,411.351482,-43.747883,-0.691486365,0.722389512,62.625608,-61.628914,-0.879888482,0.475180239,430.12112,-42.134649,-0.670875198,0.741570272,0.349026,28.070768,0.470561764,0.882367059,42.132648,25.450095,0.429724776,0.90295992,62.625608,-61.628914,-0.879888482,0.475180239
RC03,825,Throughfall,Coniferophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,virginiana,Juniperus virginiana,Juniperus_virginiana_ott78161,Eastern red cedar,scales,198,2431.211655,29.17453986,5.776558892,343.1139549,4.803595368,0.951111883,,11,Fair,Suppressed by nearby trees,None,None at this time, ,East of Snell Library,-71.087463,42.338635,44.688555,-43.747883,-0.691486365,0.722389512,304.498434,118.375497,0.879851897,-0.475247977,65.22187,-42.924976,-0.68104013,0.732246094,5.181193,-136.052361,-0.694000696,-0.719974329,30.217463,-42.556393,-0.676315541,0.736612035,44.688555,-43.747883,-0.691486365,0.722389512
RM01,261,Throughfall,Anthophyta,Dicotyledoneae,Sapindales,Sapindaceae,Acer,rubrum,Acer rubrum,Acer_rubrum_ott1039827,Red maple,leaves,474.4,#N/A,#N/A,#N/A,268.9067947,3.764695125,1.785971367,,8,Fair,Codominant at 12 feet,Reduce smaller lead,Low, ,Between West Village H and Cargill Hall,-71.091954,42.338812,417.779943,-43.772297,-0.691794116,0.722094801,40.486517,115.225947,0.904634141,-0.426189008,453.398666,-42.785743,-0.679258708,0.733898908,10.078509,151.441078,0.478062268,-0.878325946,32.112378,117.191303,0.889485747,-0.456962916,40.486517,115.225947,0.904634141,-0.426189008
RM02,742,Throughfall,Anthophyta,Dicotyledoneae,Sapindales,Sapindaceae,Acer,rubrum,Acer rubrum,Acer_rubrum_ott1039827,Red maple,leaves,393.8,393.5640355,4.722768426,1.859826206,91.33667934,1.278713511,0.503557381,,16,Fair,Stem girdling roots. Codominant at 5 feet. Canopy in pine trees,Root collar excavation. Clear from pine trees. Reduce,Low, ,Dana Research Center facing Forsyth,-71.089554,42.337851,126.192619,-45.041266,-0.707615876,0.70659732,294.471193,122.624087,0.842225825,-0.539124902,159.057938,-42.790675,-0.679321879,0.733840435,10.447766,27.995825,0.469407223,0.8829818,31.577857,-164.552836,-0.266349639,-0.963876481,126.192619,-45.041266,-0.707615876,0.70659732
RM03,789,Throughfall,Anthophyta,Dicotyledoneae,Sapindales,Sapindaceae,Acer,rubrum,Acer rubrum,Acer_rubrum_ott1039827,Red maple,leaves,773.8,292.5773722,3.510928466,2.716756447,62.86733109,0.880142635,0.681054371,,10,Fair,Codominant at 9 feet. Has been reduced,None,None at this time, ,Egan Research Center,-71.089481,42.337285,60.362985,-44.763079,-0.704176821,0.710024651,372.542699,118.199441,0.881308062,-0.472542167,95.201064,-42.785743,-0.679258708,0.733898908,18.047604,40.077122,0.643818148,0.765178536,12.508026,-160.410021,-0.335286799,-0.942116109,60.362985,-44.763079,-0.704176821,0.710024651
RO01,1248,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Fagaceae,Quercus,rubra,Quercus rubra,Quercus_rubra_ott791115,Red oak,leaves,519.9,1154.567019,13.85480423,7.203112718,1601.83581,22.42570135,11.65912213,,3,Poor,Dieback,Fertilize,Medium, ,140 Fenway northeast side,-71.091347,42.340954,598.509651,-43.747883,-0.691486365,0.722389512,208.248702,-61.628914,-0.879888482,0.475180239,619.657529,-42.793785,-0.679361711,0.733803561,6.238297,-114.934784,-0.906788238,-0.421586398,15.983862,-24.841884,-0.420115568,0.907470611,208.248702,-61.628914,-0.879888482,0.475180239
RO02,148,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Fagaceae,Quercus,rubra,Quercus rubra,Quercus_rubra_ott791115,Red oak,leaves,1131.9,315.8928824,3.790714589,4.290709843,96.68599265,1.353603897,1.532144251,,4,Fair,Support guys around trunk,Monitor and remove support,High, ,ISEC,-71.086431,42.337422,164.679328,136.252117,0.691486365,-0.722389512,519.877648,118.375497,0.879851897,-0.475247977,142.827377,138.617548,0.661082098,-0.750313575,6.322735,131.00395,0.754664349,-0.656111057,18.316869,-50.034129,-0.766427192,0.642331191,142.827377,138.617548,0.661082098,-0.750313575
RO03,543,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Fagaceae,Quercus,rubra,Quercus rubra,Quercus_rubra_ott791115,Red oak,leaves,433.9,1523.985017,18.2878202,7.935085187,138.4561625,1.938386275,0.841065805,,16,Fair,Dead and broken branches. Girdling root,Remove dead and broken branches. Remove girdling root  raise over sidewalk,High, ,Southwest corridor park,-71.089207,42.335923,100.034341,140.322881,0.638460508,-0.769654585,567.716722,118.199441,0.881308062,-0.472542167,62.629021,138.33204,0.664812728,-0.747010065,46.802929,18.114857,0.310922891,0.95043514,18.695284,116.928655,0.891571145,-0.452880662,62.629021,138.33204,0.664812728,-0.747010065
RP01,839,Throughfall,Coniferophyta,Pinopsida,Pinales,Pinaceae,Pinus,resinosa,Pinus resinosa,Pinus_resinosa_ott81207,Red pine,needles,296.5,4642.153469,55.70584163,16.51678204,302.2931094,4.232103532,1.254818697,,10,Fair,Deadwood in lower canopy.,Crown clean,Low, ,Snell Library courtyard facing Curry Student Center,-71.088055,42.338872,116.879045,-43.747883,-0.691486365,0.722389512,241.876718,118.371086,0.879888482,-0.475180239,137.689518,-42.924976,-0.68104013,0.732246094,18.031197,28.081212,0.470722596,0.882281269,74.327634,-143.99243,-0.587892136,-0.808939328,116.879045,-43.747883,-0.691486365,0.722389512
RP02,822,Throughfall,Coniferophyta,Pinopsida,Pinales,Pinaceae,Pinus,resinosa,Pinus resinosa,Pinus_resinosa_ott81207,Red pine,needles,437.2,6296.120051,75.55344061,33.03196424,453.7069524,6.351897333,2.777049514,,24,Fair,Multi lead. Pitch mass borers,None,None at this time, ,East of Snell Library,-71.087315,42.338688,38.279462,-43.747883,-0.691486365,0.722389512,305.321937,118.375497,0.879851897,-0.475247977,58.566586,-42.924976,-0.68104013,0.732246094,23.323418,-150.230512,-0.496511775,-0.868029986,23.452351,-42.556393,-0.676315541,0.736612035,38.279462,-43.747883,-0.691486365,0.722389512
RP03,748,Throughfall,Coniferophyta,Pinopsida,Pinales,Pinaceae,Pinus,resinosa,Pinus resinosa,Pinus_resinosa_ott81207,Red pine,needles,330,6102.295035,73.22754042,24.16508834,369.6776159,5.175486623,1.707910586,,15,Fair,Codominant at 4 feet. Pitch mass borers. Small deadwood,Crown clean,Low, ,Dana Research Center facing Egan Engineering,-71.089427,42.337892,120.554082,-45.041266,-0.707615876,0.70659732,297.289786,125.57586,0.81334595,-0.581780341,152.856775,-42.790675,-0.679321879,0.733840435,1.034983,118.170288,0.881548385,-0.472093682,46.919992,-164.552836,-0.266349639,-0.963876481,120.554082,-45.041266,-0.707615876,0.70659732
SB01,1310,Throughfall,Anthophyta,Dicotyledoneae,Magnoliales,Magnoliaceae,Magnolia,virginiana,Magnolia virginiana,Magnolia_virginiana_ott863066,Sweetbay magnolia,leaves,472.7,148.2092412,1.778510894,0.8407021,35.82332688,0.501526576,0.237071613,,5,Good,Multi stemmed,None,None at this time, ,Spears courtyard facing Huntington,-71.089463,42.340575,407.475452,-43.747883,-0.691486365,0.722389512,58.298198,-61.628914,-0.879888482,0.475180239,426.30518,-42.134649,-0.670875198,0.741570272,1.115637,28.070768,0.470561764,0.882367059,41.29004,-61.388158,-0.87788402,0.478873311,58.298198,-61.628914,-0.879888482,0.475180239
SB02,1301,Throughfall,Anthophyta,Dicotyledoneae,Magnoliales,Magnoliaceae,Magnolia,virginiana,Magnolia virginiana,Magnolia_virginiana_ott863066,Sweetbay magnolia,leaves,974.7,#N/A,#N/A,#N/A,53.41797137,0.747851599,0.728930954,,5,Good,Tri lead,None,None at this time, ,Spears courtyard facing Huntington,-71.089703,42.340463,415.16275,-43.747883,-0.691486365,0.722389512,56.202316,-61.628914,-0.879888482,0.475180239,435.278083,-42.924976,-0.68104013,0.732246094,0,0,0,1,39.326678,-61.388158,-0.87788402,0.478873311,56.202316,-61.628914,-0.879888482,0.475180239
SB03,1073,Throughfall,Anthophyta,Dicotyledoneae,Magnoliales,Magnoliaceae,Magnolia,virginiana,Magnolia virginiana,Magnolia_virginiana_ott863066,Sweetbay magnolia,leaves,524.3,291.776329,3.501315948,1.835739952,69.88251852,0.978355259,0.512951662,,5,Good,Multi stemmed,None,None at this time, ,Mugar courtyard facing St. Botolph,-71.087139,42.340008,159.70105,-41.34708,-0.66061876,0.750721556,138.692768,117.250619,0.889012195,-0.45788352,177.083607,-41.825839,-0.666868594,0.745175334,2.961804,28.006322,0.469568984,0.882895786,23.525823,118.069123,0.882380569,-0.47053643,138.692768,117.250619,0.889012195,-0.45788352
SG01,739,Throughfall,Anthophyta,Dicotyledoneae,Saxifragales,Altingiaceae,Liquidambar,styraciflua,Liquidambar styraciflua,Liquidambar_styraciflua_ott62530,Sweetgum,leaves,608.3,932.8464007,11.19415681,6.809405587,97.82414442,1.369538022,0.833089979,,9,Fair,Codominant at 15 feet,Reduce smaller lead,Low, ,Dana Research Center facing Forsyth,-71.089629,42.337893,136.556918,-45.041266,-0.707615876,0.70659732,284.655919,121.913433,0.848847772,-0.528637362,169.467163,-42.790675,-0.679321879,0.733840435,14.760591,27.995825,0.469407223,0.8829818,24.798696,-173.195633,-0.11847965,-0.992956481,136.556918,-45.041266,-0.707615876,0.70659732
SG02,791,Throughfall,Anthophyta,Dicotyledoneae,Saxifragales,Altingiaceae,Liquidambar,styraciflua,Liquidambar styraciflua,Liquidambar_styraciflua_ott62530,Sweetgum,leaves,294.7,5192.901701,62.31482041,18.36417758,85.50178392,1.197024975,0.35276326,,11,Good,Girdling roots,Root collar excavation,Low, ,Egan Research Center,-71.089396,42.337302,55.488267,-44.763079,-0.704176821,0.710024651,374.711663,118.199441,0.881308062,-0.472542167,90.035806,-42.785743,-0.679258708,0.733898908,9.590612,51.097873,0.778219836,0.627991948,22.284619,-160.410021,-0.335286799,-0.942116109,55.488267,-44.763079,-0.704176821,0.710024651
SG03,138,Throughfall,Anthophyta,Dicotyledoneae,Saxifragales,Altingiaceae,Liquidambar,styraciflua,Liquidambar styraciflua,Liquidambar_styraciflua_ott62530,Sweetgum,leaves,189.8,1110.569164,13.32682997,2.529432328,311.4589255,4.360424957,0.827608657,,4,Good,Support guys around trunk,Monitor and remove supports,High, ,ISEC,-71.086831,42.337369,138.011745,136.280349,0.69113033,-0.722730148,505.74958,118.375497,0.879851897,-0.475247977,114.686318,138.617548,0.661082098,-0.750313575,9.1291,105.502876,0.963617038,-0.267286746,40.800837,-50.034129,-0.766427192,0.642331191,114.686318,138.617548,0.661082098,-0.750313575
SM01,1340,Throughfall,Anthophyta,Dicotyledoneae,Magnoliales,Magnoliaceae,Magnolia,soulangeana,Magnolia x soulangeana,NA,Saucer magnolia,leaves,912.7,1511.530459,18.13836551,16.5548862,118.3108762,1.656352267,1.511752714,,15,Fair,Codominant near base. Decay in smaller lead.,None,None at this time, ,Stetson East facing Speare,-71.089915,42.341181,506.945956,-43.747883,-0.691486365,0.722389512,162.511559,-61.628914,-0.879888482,0.475180239,524.839811,-42.096372,-0.670379635,0.742018291,4.209565,85.987642,0.997548981,0.069971635,41.997866,-62.083556,-0.883631297,0.468183437,162.511559,-61.628914,-0.879888482,0.475180239
SM02,1389,Throughfall,Anthophyta,Dicotyledoneae,Magnoliales,Magnoliaceae,Magnolia,soulangeana,Magnolia x soulangeana,NA,Saucer magnolia,leaves,662,354.3887892,4.25266547,2.815264541,46.06100203,0.644854028,0.426893367,,11,Fair,Tri lead. Small deadwood,Crown clean,Low, ,Marino Rec Center facing Stetson West,-71.090633,42.340563,500.31849,-43.747883,-0.691486365,0.722389512,118.602056,-61.628914,-0.879888482,0.475180239,521.297055,-42.924976,-0.68104013,0.732246094,6.072115,-61.719593,-0.880639422,0.473787091,2.928002,116.639783,0.893843122,-0.448379831,118.602056,-61.628914,-0.879888482,0.475180239
SM03,344,Throughfall,Anthophyta,Dicotyledoneae,Magnoliales,Magnoliaceae,Magnolia,soulangeana,Magnolia x soulangeana,NA,Saucer magnolia,leaves,847.1,351.218538,4.214622456,3.570206682,80.46732996,1.126542619,0.954294253,,7,Good,Codominant near base,None,None at this time, ,West Village G southeast,-71.091811,42.337807,304.419084,-41.746951,-0.665841964,0.746092809,184.105954,115.225947,0.904634141,-0.426189008,342.460824,-40.565817,-0.650321116,0.759659428,5.632763,131.877579,0.744572826,-0.66754124,9.319791,-116.928606,-0.891571532,-0.4528799,184.105954,115.225947,0.904634141,-0.426189008
SO01,562,Throughfall,Anthophyta,Dicotyledoneae,Fagales,Fagaceae,Quercus,acutissima,Quercus acutissima,Quercus_acutissima_ott272706,Sawtooth oak,leaves,442.3,#N/A,#N/A,#N/A,102.3932368,1.433505315,0.634039401,Grass clippings,12,Fair,None,None,None at this time, ,Centennial Common,-71.089966,42.336998,70.229728,-42.085359,-0.670236997,0.742147133,385.205807,118.199441,0.881308062,-0.472542167,107.108013,-40.565817,-0.650321116,0.759659428,44.608203,-42.067463,-0.670005159,0.742356442,13.253855,28.413155,0.475826162,0.879539347,70.229728,-42.085359,-0.670236997,0.742147133
